hits_per_event
4.400000000000000000e+01
1.000000000000000000e+00
2.000000000000000000e+00
8.000000000000000000e+00
4.000000000000000000e+00
3.000000000000000000e+00
3.000000000000000000e+00
5.000000000000000000e+00
3.000000000000000000e+00
3.000000000000000000e+00
2.000000000000000000e+00
1.100000000000000000e+01
4.500000000000000000e+01
2.400000000000000000e+01
1.750000000000000000e+02
5.900000000000000000e+01
5.000000000000000000e+00
9.300000000000000000e+01
5.000000000000000000e+00
2.850000000000000000e+02
1.500000000000000000e+02
1.470000000000000000e+02
4.000000000000000000e+00
1.840000000000000000e+02
3.000000000000000000e+00
7.000000000000000000e+01
6.700000000000000000e+01
1.850000000000000000e+02
2.110000000000000000e+02
2.000000000000000000e+02
2.000000000000000000e+00
5.900000000000000000e+01
3.700000000000000000e+01
1.050000000000000000e+02
2.410000000000000000e+02
2.650000000000000000e+02
4.650000000000000000e+02
2.880000000000000000e+02
3.460000000000000000e+02
3.920000000000000000e+02
1.860000000000000000e+02
1.060000000000000000e+02
2.300000000000000000e+02
2.700000000000000000e+01
7.600000000000000000e+01
1.670000000000000000e+02
1.750000000000000000e+02
2.640000000000000000e+02
4.000000000000000000e+00
8.200000000000000000e+01
1.350000000000000000e+02
1.670000000000000000e+02
6.000000000000000000e+00
7.600000000000000000e+01
2.040000000000000000e+02
6.800000000000000000e+01
5.520000000000000000e+02
1.290000000000000000e+02
4.000000000000000000e+00
6.700000000000000000e+01
3.210000000000000000e+02
2.760000000000000000e+02
3.890000000000000000e+02
2.670000000000000000e+02
6.000000000000000000e+00
1.030000000000000000e+02
2.730000000000000000e+02
2.750000000000000000e+02
4.080000000000000000e+02
6.000000000000000000e+00
1.590000000000000000e+02
3.840000000000000000e+02
4.320000000000000000e+02
8.100000000000000000e+01
3.360000000000000000e+02
4.270000000000000000e+02
3.140000000000000000e+02
6.760000000000000000e+02
1.148000000000000000e+03
1.771000000000000000e+03
7.570000000000000000e+02
1.239000000000000000e+03
6.060000000000000000e+02
7.240000000000000000e+02
1.597000000000000000e+03
8.790000000000000000e+02
1.463000000000000000e+03
9.990000000000000000e+02
8.300000000000000000e+02
2.450000000000000000e+02
7.000000000000000000e+01
1.600000000000000000e+02
1.040000000000000000e+02
1.170000000000000000e+02
1.290000000000000000e+02
1.880000000000000000e+02
7.460000000000000000e+02
1.930000000000000000e+02
1.230000000000000000e+02
2.100000000000000000e+01
4.290000000000000000e+02
2.440000000000000000e+02
2.050000000000000000e+02
2.600000000000000000e+02
2.000000000000000000e+00
5.390000000000000000e+02
6.130000000000000000e+02
9.590000000000000000e+02
4.310000000000000000e+02
2.150000000000000000e+02
4.000000000000000000e+00
1.490000000000000000e+02
7.100000000000000000e+01
4.000000000000000000e+00
8.300000000000000000e+01
3.000000000000000000e+00
1.720000000000000000e+02
4.360000000000000000e+02
4.520000000000000000e+02
2.540000000000000000e+02
3.550000000000000000e+02
6.010000000000000000e+02
6.640000000000000000e+02
3.990000000000000000e+02
8.490000000000000000e+02
1.318000000000000000e+03
1.620000000000000000e+03
7.050000000000000000e+02
1.203000000000000000e+03
1.349000000000000000e+03
1.100000000000000000e+03
1.082000000000000000e+03
1.310000000000000000e+03
1.123000000000000000e+03
1.129000000000000000e+03
1.452000000000000000e+03
1.550000000000000000e+03
6.650000000000000000e+02
1.870000000000000000e+02
5.870000000000000000e+02
3.370000000000000000e+02
1.400000000000000000e+02
1.230000000000000000e+02
1.860000000000000000e+02
1.220000000000000000e+02
1.920000000000000000e+02
2.750000000000000000e+02
1.690000000000000000e+02
1.610000000000000000e+02
5.600000000000000000e+02
1.970000000000000000e+02
2.790000000000000000e+02
9.900000000000000000e+01
1.120000000000000000e+02
1.370000000000000000e+02
2.420000000000000000e+02
2.890000000000000000e+02
2.850000000000000000e+02
5.000000000000000000e+00
2.590000000000000000e+02
9.510000000000000000e+02
1.254000000000000000e+03
8.550000000000000000e+02
3.480000000000000000e+02
6.160000000000000000e+02
5.940000000000000000e+02
2.150000000000000000e+02
2.240000000000000000e+02
8.000000000000000000e+00
6.400000000000000000e+01
2.190000000000000000e+02
5.000000000000000000e+00
2.700000000000000000e+02
7.300000000000000000e+01
7.000000000000000000e+00
5.930000000000000000e+02
1.524000000000000000e+03
2.467000000000000000e+03
2.774000000000000000e+03
2.732000000000000000e+03
2.537000000000000000e+03
2.924000000000000000e+03
2.693000000000000000e+03
2.375000000000000000e+03
2.635000000000000000e+03
2.834000000000000000e+03
3.149000000000000000e+03
1.890000000000000000e+03
2.119000000000000000e+03
3.507000000000000000e+03
3.413000000000000000e+03
1.557000000000000000e+03
2.737000000000000000e+03
3.309000000000000000e+03
2.791000000000000000e+03
3.004000000000000000e+03
3.928000000000000000e+03
4.453000000000000000e+03
4.754000000000000000e+03
2.928000000000000000e+03
4.047000000000000000e+03
2.802000000000000000e+03
3.513000000000000000e+03
2.279000000000000000e+03
2.822000000000000000e+03
2.690000000000000000e+03
3.059000000000000000e+03
3.147000000000000000e+03
3.656000000000000000e+03
4.023000000000000000e+03
3.398000000000000000e+03
3.768000000000000000e+03
2.856000000000000000e+03
3.476000000000000000e+03
2.699000000000000000e+03
3.019000000000000000e+03
4.301000000000000000e+03
3.706000000000000000e+03
4.405000000000000000e+03
3.499000000000000000e+03
3.837000000000000000e+03
2.892000000000000000e+03
3.605000000000000000e+03
3.125000000000000000e+03
2.372000000000000000e+03
1.273000000000000000e+03
2.141000000000000000e+03
2.372000000000000000e+03
1.415000000000000000e+03
1.194000000000000000e+03
1.358000000000000000e+03
9.810000000000000000e+02
8.160000000000000000e+02
4.700000000000000000e+02
2.820000000000000000e+02
5.810000000000000000e+02
2.770000000000000000e+02
2.170000000000000000e+02
4.240000000000000000e+02
1.710000000000000000e+02
2.550000000000000000e+02
5.090000000000000000e+02
2.440000000000000000e+02
3.190000000000000000e+02
1.690000000000000000e+02
3.290000000000000000e+02
4.770000000000000000e+02
8.710000000000000000e+02
7.750000000000000000e+02
4.600000000000000000e+02
5.420000000000000000e+02
1.950000000000000000e+02
2.420000000000000000e+02
1.680000000000000000e+02
2.600000000000000000e+01
5.910000000000000000e+02
3.100000000000000000e+02
4.200000000000000000e+02
2.430000000000000000e+02
8.850000000000000000e+02
5.800000000000000000e+02
6.000000000000000000e+00
2.320000000000000000e+02
3.690000000000000000e+02
3.000000000000000000e+00
2.750000000000000000e+02
2.050000000000000000e+02
1.810000000000000000e+02
3.380000000000000000e+02
4.920000000000000000e+02
8.000000000000000000e+00
4.460000000000000000e+02
9.400000000000000000e+01
1.510000000000000000e+02
7.400000000000000000e+01
7.200000000000000000e+02
1.000000000000000000e+01
3.420000000000000000e+02
4.180000000000000000e+02
3.610000000000000000e+02
7.280000000000000000e+02
1.199000000000000000e+03
6.320000000000000000e+02
7.120000000000000000e+02
3.900000000000000000e+02
1.400000000000000000e+02
2.500000000000000000e+01
1.380000000000000000e+02
3.770000000000000000e+02
7.100000000000000000e+01
2.950000000000000000e+02
1.063000000000000000e+03
1.369000000000000000e+03
5.560000000000000000e+02
9.120000000000000000e+02
2.880000000000000000e+02
2.320000000000000000e+02
2.440000000000000000e+02
9.600000000000000000e+01
2.140000000000000000e+02
5.300000000000000000e+01
4.900000000000000000e+02
4.110000000000000000e+02
2.920000000000000000e+02
2.580000000000000000e+02
1.238000000000000000e+03
7.650000000000000000e+02
4.920000000000000000e+02
1.950000000000000000e+02
2.170000000000000000e+02
5.190000000000000000e+02
1.800000000000000000e+02
1.600000000000000000e+01
1.970000000000000000e+02
4.000000000000000000e+00
1.690000000000000000e+02
2.720000000000000000e+02
1.090000000000000000e+02
2.070000000000000000e+02
3.000000000000000000e+00
1.040000000000000000e+02
4.690000000000000000e+02
1.824000000000000000e+03
7.000000000000000000e+00
1.798000000000000000e+03
2.301000000000000000e+03
7.870000000000000000e+02
1.339000000000000000e+03
1.511000000000000000e+03
1.153000000000000000e+03
8.110000000000000000e+02
1.368000000000000000e+03
1.550000000000000000e+02
7.700000000000000000e+01
4.000000000000000000e+00
9.700000000000000000e+01
3.180000000000000000e+02
8.600000000000000000e+02
1.059000000000000000e+03
4.130000000000000000e+02
1.442000000000000000e+03
5.830000000000000000e+02
8.870000000000000000e+02
1.219000000000000000e+03
8.390000000000000000e+02
5.430000000000000000e+02
6.000000000000000000e+02
2.870000000000000000e+02
1.960000000000000000e+02
1.480000000000000000e+02
4.240000000000000000e+02
3.240000000000000000e+02
3.700000000000000000e+01
8.700000000000000000e+01
2.540000000000000000e+02
2.260000000000000000e+02
1.018000000000000000e+03
4.820000000000000000e+02
5.100000000000000000e+02
4.250000000000000000e+02
1.190000000000000000e+02
1.110000000000000000e+02
6.170000000000000000e+02
5.710000000000000000e+02
9.600000000000000000e+01
1.200000000000000000e+01
1.717000000000000000e+03
2.534000000000000000e+03
6.700000000000000000e+02
1.150000000000000000e+02
1.950000000000000000e+02
1.000000000000000000e+03
1.165000000000000000e+03
1.494000000000000000e+03
7.000000000000000000e+00
6.130000000000000000e+02
1.277000000000000000e+03
1.509000000000000000e+03
5.250000000000000000e+02
1.114000000000000000e+03
1.680000000000000000e+02
8.840000000000000000e+02
1.386000000000000000e+03
1.595000000000000000e+03
2.580000000000000000e+02
9.000000000000000000e+00
9.000000000000000000e+01
4.550000000000000000e+02
2.290000000000000000e+02
1.440000000000000000e+02
2.000000000000000000e+00
7.150000000000000000e+02
4.290000000000000000e+02
7.030000000000000000e+02
6.630000000000000000e+02
1.752000000000000000e+03
6.410000000000000000e+02
1.000000000000000000e+01
1.186000000000000000e+03
2.411000000000000000e+03
2.310000000000000000e+03
2.757000000000000000e+03
1.936000000000000000e+03
2.614000000000000000e+03
2.245000000000000000e+03
9.350000000000000000e+02
2.464000000000000000e+03
1.912000000000000000e+03
7.250000000000000000e+02
1.239000000000000000e+03
6.470000000000000000e+02
1.233000000000000000e+03
1.940000000000000000e+03
2.031000000000000000e+03
1.698000000000000000e+03
5.530000000000000000e+02
6.190000000000000000e+02
3.450000000000000000e+02
5.130000000000000000e+02
4.400000000000000000e+02
3.270000000000000000e+02
2.780000000000000000e+02
7.570000000000000000e+02
1.319000000000000000e+03
1.950000000000000000e+02
6.000000000000000000e+01
9.300000000000000000e+01
6.760000000000000000e+02
4.100000000000000000e+02
6.490000000000000000e+02
3.900000000000000000e+02
9.960000000000000000e+02
5.170000000000000000e+02
7.800000000000000000e+02
1.466000000000000000e+03
1.849000000000000000e+03
9.360000000000000000e+02
1.197000000000000000e+03
1.965000000000000000e+03
1.318000000000000000e+03
1.472000000000000000e+03
2.213000000000000000e+03
1.805000000000000000e+03
2.004000000000000000e+03
2.220000000000000000e+03
2.808000000000000000e+03
2.607000000000000000e+03
2.369000000000000000e+03
1.890000000000000000e+03
1.419000000000000000e+03
1.083000000000000000e+03
1.765000000000000000e+03
8.550000000000000000e+02
2.050000000000000000e+03
1.337000000000000000e+03
1.739000000000000000e+03
1.495000000000000000e+03
1.014000000000000000e+03
