Group,Detector_Name,Detector_ID,Element_ID,Hits
Station 1,D0U,1,125,1362
Station 1,D0U,1,126,1393
Station 1,D0U,1,127,1511
Station 1,D0U,1,128,1515
Station 1,D0U,1,129,1632
Station 1,D0U,1,130,1616
Station 1,D0U,1,131,1618
Station 1,D0U,1,132,1715
Station 1,D0U,1,133,1793
Station 1,D0U,1,134,1856
Station 1,D0U,1,135,1900
Station 1,D0U,1,136,1888
Station 1,D0U,1,137,1974
Station 1,D0U,1,138,1932
Station 1,D0U,1,139,2005
Station 1,D0U,1,140,2119
Station 1,D0U,1,141,2125
Station 1,D0U,1,142,2160
Station 1,D0U,1,143,2270
Station 1,D0U,1,144,2309
Station 1,D0U,1,145,2349
Station 1,D0U,1,146,2226
Station 1,D0U,1,147,2410
Station 1,D0U,1,148,2456
Station 1,D0U,1,149,2401
Station 1,D0U,1,150,2511
Station 1,D0U,1,151,2495
Station 1,D0U,1,152,2638
Station 1,D0U,1,153,2616
Station 1,D0U,1,154,2586
Station 1,D0U,1,155,2660
Station 1,D0U,1,156,2775
Station 1,D0U,1,157,2818
Station 1,D0U,1,158,2877
Station 1,D0U,1,159,2881
Station 1,D0U,1,160,2802
Station 1,D0U,1,161,2814
Station 1,D0U,1,162,2982
Station 1,D0U,1,163,3023
Station 1,D0U,1,164,2896
Station 1,D0U,1,165,2969
Station 1,D0U,1,166,3013
Station 1,D0U,1,167,3040
Station 1,D0U,1,168,3120
Station 1,D0U,1,169,3013
Station 1,D0U,1,170,3033
Station 1,D0U,1,171,3110
Station 1,D0U,1,172,3025
Station 1,D0U,1,173,2909
Station 1,D0U,1,174,2875
Station 1,D0U,1,175,2731
Station 1,D0U,1,176,2611
Station 1,D0U,1,177,2349
Station 1,D0U,1,178,2041
Station 1,D0U,1,179,1889
Station 1,D0U,1,180,1518
Station 1,D0U,1,181,1309
Station 1,D0U,1,182,989
Station 1,D0U,1,183,820
Station 1,D0U,1,184,630
Station 1,D0U,1,185,508
Station 1,D0U,1,186,400
Station 1,D0U,1,187,314
Station 1,D0U,1,188,247
Station 1,D0U,1,189,186
Station 1,D0U,1,190,191
Station 1,D0U,1,191,141
Station 1,D0U,1,192,103
Station 1,D0U,1,193,91
Station 1,D0U,1,194,62
Station 1,D0U,1,195,64
Station 1,D0U,1,196,39
Station 1,D0U,1,197,41
Station 1,D0U,1,198,31
Station 1,D0U,1,199,13
Station 1,D0U,1,200,8
Station 1,D0U,1,201,11
Station 1,D0Up,2,1,10
Station 1,D0Up,2,2,21
Station 1,D0Up,2,3,20
Station 1,D0Up,2,4,30
Station 1,D0Up,2,5,51
Station 1,D0Up,2,6,46
Station 1,D0Up,2,7,56
Station 1,D0Up,2,8,63
Station 1,D0Up,2,9,99
Station 1,D0Up,2,10,139
Station 1,D0Up,2,11,153
Station 1,D0Up,2,12,189
Station 1,D0Up,2,13,223
Station 1,D0Up,2,14,298
Station 1,D0Up,2,15,329
Station 1,D0Up,2,16,414
Station 1,D0Up,2,17,485
Station 1,D0Up,2,18,707
Station 1,D0Up,2,19,752
Station 1,D0Up,2,20,899
Station 1,D0Up,2,21,1128
Station 1,D0Up,2,22,1358
Station 1,D0Up,2,23,1459
Station 1,D0Up,2,24,1528
Station 1,D0Up,2,25,1792
Station 1,D0Up,2,26,1836
Station 1,D0Up,2,27,1969
Station 1,D0Up,2,28,2017
Station 1,D0Up,2,29,2044
Station 1,D0Up,2,30,2041
Station 1,D0Up,2,31,1989
Station 1,D0Up,2,32,2009
Station 1,D0Up,2,33,1959
Station 1,D0Up,2,34,1990
Station 1,D0Up,2,35,1958
Station 1,D0Up,2,36,1938
Station 1,D0Up,2,37,1959
Station 1,D0Up,2,38,1917
Station 1,D0Up,2,39,1903
Station 1,D0Up,2,40,1709
Station 1,D0Up,2,41,1780
Station 1,D0Up,2,42,1803
Station 1,D0Up,2,43,1751
Station 1,D0Up,2,44,1720
Station 1,D0Up,2,45,1652
Station 1,D0Up,2,46,1693
Station 1,D0Up,2,47,1644
Station 1,D0Up,2,48,1553
Station 1,D0Up,2,49,1596
Station 1,D0Up,2,50,1557
Station 1,D0Up,2,51,1577
Station 1,D0Up,2,52,1471
Station 1,D0Up,2,53,1486
Station 1,D0Up,2,54,1432
Station 1,D0Up,2,55,1398
Station 1,D0Up,2,56,1405
Station 1,D0Up,2,57,1404
Station 1,D0Up,2,58,1267
Station 1,D0Up,2,59,1234
Station 1,D0Up,2,60,1251
Station 1,D0Up,2,61,1187
Station 1,D0Up,2,62,1097
Station 1,D0Up,2,63,1117
Station 1,D0Up,2,64,1146
Station 1,D0Up,2,65,1089
Station 1,D0Up,2,66,1009
Station 1,D0Up,2,67,1034
Station 1,D0Up,2,68,991
Station 1,D0Up,2,69,918
Station 1,D0Up,2,70,995
Station 1,D0Up,2,71,851
Station 1,D0Up,2,72,858
Station 1,D0Up,2,73,868
Station 1,D0Up,2,74,917
Station 1,D0Up,2,75,850
Station 1,D0Up,2,76,759
Station 1,D0Up,2,77,748
Station 1,D0Up,2,78,778
Station 1,D0Up,2,79,716
Station 1,D0Up,2,80,711
Station 1,D0Up,2,81,622
Station 1,D0Up,2,82,667
Station 1,D0Up,2,83,653
Station 1,D0Up,2,84,601
Station 1,D0Up,2,85,616
Station 1,D0Up,2,86,583
Station 1,D0Up,2,87,591
Station 1,D0Up,2,88,567
Station 1,D0Up,2,89,547
Station 1,D0Up,2,90,549
Station 1,D0Up,2,91,521
Station 1,D0Up,2,92,537
Station 1,D0Up,2,93,501
Station 1,D0Up,2,94,509
Station 1,D0Up,2,95,546
Station 1,D0Up,2,96,536
Station 1,D0Up,2,97,546
Station 1,D0Up,2,98,535
Station 1,D0Up,2,99,520
Station 1,D0Up,2,100,544
Station 1,D0Up,2,101,529
Station 1,D0Up,2,102,527
Station 1,D0Up,2,103,567
Station 1,D0Up,2,104,585
Station 1,D0Up,2,105,610
Station 1,D0Up,2,106,660
Station 1,D0Up,2,107,634
Station 1,D0Up,2,108,643
Station 1,D0Up,2,109,638
Station 1,D0Up,2,110,689
Station 1,D0Up,2,111,686
Station 1,D0Up,2,112,725
Station 1,D0Up,2,113,741
Station 1,D0Up,2,114,749
Station 1,D0Up,2,115,806
Station 1,D0Up,2,116,867
Station 1,D0Up,2,117,875
Station 1,D0Up,2,118,979
Station 1,D0Up,2,119,1043
Station 1,D0Up,2,120,1051
Station 1,D0Up,2,121,1112
Station 1,D0Up,2,122,1137
Station 1,D0Up,2,123,1199
Station 1,D0Up,2,124,1267
Station 1,D0Up,2,125,1321
Station 1,D0Up,2,126,1325
Station 1,D0Up,2,127,1427
Station 1,D0Up,2,128,1439
Station 1,D0Up,2,129,1476
Station 1,D0Up,2,130,1547
Station 1,D0Up,2,131,1529
Station 1,D0Up,2,132,1620
Station 1,D0Up,2,133,1731
Station 1,D0Up,2,134,1712
Station 1,D0Up,2,135,1830
Station 1,D0Up,2,136,1788
Station 1,D0Up,2,137,1909
Station 1,D0Up,2,138,1865
Station 1,D0Up,2,139,1887
Station 1,D0Up,2,140,1960
Station 1,D0Up,2,141,1936
Station 1,D0Up,2,142,2057
Station 1,D0Up,2,143,2145
Station 1,D0Up,2,144,2164
Station 1,D0Up,2,145,2269
Station 1,D0Up,2,146,2214
Station 1,D0Up,2,147,2298
Station 1,D0Up,2,148,2352
Station 1,D0Up,2,149,2219
Station 1,D0Up,2,150,2136
Station 1,D0Up,2,151,2243
Station 1,D0Up,2,152,2224
Station 1,D0Up,2,153,2385
Station 1,D0Up,2,154,2274
Station 1,D0Up,2,155,2395
Station 1,D0Up,2,156,2581
Station 1,D0Up,2,157,2746
Station 1,D0Up,2,158,2696
Station 1,D0Up,2,159,2676
Station 1,D0Up,2,160,2773
Station 1,D0Up,2,161,2675
Station 1,D0Up,2,162,2700
Station 1,D0Up,2,163,2918
Station 1,D0Up,2,164,2813
Station 1,D0Up,2,165,2817
Station 1,D0Up,2,166,2637
Station 1,D0Up,2,167,2953
Station 1,D0Up,2,168,2940
Station 1,D0Up,2,169,2981
Station 1,D0Up,2,170,2852
Station 1,D0Up,2,171,2931
Station 1,D0Up,2,172,2787
Station 1,D0Up,2,173,2853
Station 1,D0Up,2,174,2781
Station 1,D0Up,2,175,2721
Station 1,D0Up,2,176,37
Station 1,D0Up,2,177,2316
Station 1,D0Up,2,178,1995
Station 1,D0Up,2,179,1784
Station 1,D0Up,2,180,1514
Station 1,D0Up,2,181,1284
Station 1,D0Up,2,182,1013
Station 1,D0Up,2,183,806
Station 1,D0Up,2,184,647
Station 1,D0Up,2,185,492
Station 1,D0Up,2,186,402
Station 1,D0Up,2,187,296
Station 1,D0Up,2,188,267
Station 1,D0Up,2,189,224
Station 1,D0Up,2,190,193
Station 1,D0Up,2,191,128
Station 1,D0Up,2,192,81
Station 1,D0Up,2,193,82
Station 1,D0Up,2,194,2
Station 1,D0Up,2,196,4
Station 1,D0Up,2,197,47
Station 1,D0Up,2,198,3
Station 1,D0Up,2,201,9
Station 1,D0X,3,1,2075
Station 1,D0X,3,2,1650
Station 1,D0X,3,3,1606
Station 1,D0X,3,4,1668
Station 1,D0X,3,5,1682
Station 1,D0X,3,6,1684
Station 1,D0X,3,7,1774
Station 1,D0X,3,8,1552
Station 1,D0X,3,9,1540
Station 1,D0X,3,10,1560
Station 1,D0X,3,11,1530
Station 1,D0X,3,12,1508
Station 1,D0X,3,13,1540
Station 1,D0X,3,14,1438
Station 1,D0X,3,15,1518
Station 1,D0X,3,16,1429
Station 1,D0X,3,17,1298
Station 1,D0X,3,18,1318
Station 1,D0X,3,19,1315
Station 1,D0X,3,20,1340
Station 1,D0X,3,21,1236
Station 1,D0X,3,22,1285
Station 1,D0X,3,23,1274
Station 1,D0X,3,24,1103
Station 1,D0X,3,25,1198
Station 1,D0X,3,26,1154
Station 1,D0X,3,27,1149
Station 1,D0X,3,28,1190
Station 1,D0X,3,29,1158
Station 1,D0X,3,30,1069
Station 1,D0X,3,31,1079
Station 1,D0X,3,32,1083
Station 1,D0X,3,33,1026
Station 1,D0X,3,34,955
Station 1,D0X,3,35,932
Station 1,D0X,3,36,957
Station 1,D0X,3,37,905
Station 1,D0X,3,38,926
Station 1,D0X,3,39,941
Station 1,D0X,3,40,941
Station 1,D0X,3,41,838
Station 1,D0X,3,42,798
Station 1,D0X,3,43,788
Station 1,D0X,3,44,770
Station 1,D0X,3,45,737
Station 1,D0X,3,46,792
Station 1,D0X,3,47,678
Station 1,D0X,3,48,680
Station 1,D0X,3,49,628
Station 1,D0X,3,50,613
Station 1,D0X,3,51,552
Station 1,D0X,3,52,609
Station 1,D0X,3,53,631
Station 1,D0X,3,54,562
Station 1,D0X,3,55,590
Station 1,D0X,3,56,504
Station 1,D0X,3,57,468
Station 1,D0X,3,58,500
Station 1,D0X,3,59,466
Station 1,D0X,3,60,185
Station 1,D0X,3,61,160
Station 1,D0X,3,62,468
Station 1,D0X,3,63,416
Station 1,D0X,3,64,408
Station 1,D0X,3,65,352
Station 1,D0X,3,66,415
Station 1,D0X,3,67,385
Station 1,D0X,3,68,341
Station 1,D0X,3,69,304
Station 1,D0X,3,70,338
Station 1,D0X,3,71,376
Station 1,D0X,3,72,314
Station 1,D0X,3,73,92
Station 1,D0X,3,74,8329
Station 1,D0X,3,75,265
Station 1,D0X,3,76,338
Station 1,D0X,3,77,309
Station 1,D0X,3,78,315
Station 1,D0X,3,79,326
Station 1,D0X,3,80,317
Station 1,D0X,3,81,324
Station 1,D0X,3,82,377
Station 1,D0X,3,83,355
Station 1,D0X,3,84,308
Station 1,D0X,3,85,136
Station 1,D0X,3,86,406
Station 1,D0X,3,87,394
Station 1,D0X,3,88,428
Station 1,D0X,3,89,426
Station 1,D0X,3,90,383
Station 1,D0X,3,91,406
Station 1,D0X,3,92,481
Station 1,D0X,3,93,514
Station 1,D0X,3,94,499
Station 1,D0X,3,95,500
Station 1,D0X,3,96,550
Station 1,D0X,3,97,631
Station 1,D0X,3,98,620
Station 1,D0X,3,99,600
Station 1,D0X,3,100,704
Station 1,D0X,3,101,799
Station 1,D0X,3,102,814
Station 1,D0X,3,103,855
Station 1,D0X,3,104,829
Station 1,D0X,3,105,811
Station 1,D0X,3,106,879
Station 1,D0X,3,107,936
Station 1,D0X,3,108,1027
Station 1,D0X,3,109,960
Station 1,D0X,3,110,1077
Station 1,D0X,3,111,1153
Station 1,D0X,3,112,1089
Station 1,D0X,3,113,1136
Station 1,D0X,3,114,1326
Station 1,D0X,3,115,1254
Station 1,D0X,3,116,1371
Station 1,D0X,3,117,1290
Station 1,D0X,3,118,1328
Station 1,D0X,3,119,1402
Station 1,D0X,3,120,1474
Station 1,D0X,3,121,1420
Station 1,D0X,3,122,1513
Station 1,D0X,3,123,1592
Station 1,D0X,3,124,1617
Station 1,D0X,3,125,1691
Station 1,D0X,3,126,1771
Station 1,D0X,3,127,1708
Station 1,D0X,3,128,1808
Station 1,D0X,3,129,1769
Station 1,D0X,3,130,1767
Station 1,D0X,3,131,1885
Station 1,D0X,3,132,1823
Station 1,D0X,3,133,2005
Station 1,D0X,3,134,2061
Station 1,D0X,3,135,1964
Station 1,D0X,3,136,2037
Station 1,D0X,3,137,1946
Station 1,D0X,3,138,2036
Station 1,D0X,3,139,2198
Station 1,D0X,3,140,2059
Station 1,D0X,3,141,2200
Station 1,D0X,3,142,2311
Station 1,D0X,3,143,2211
Station 1,D0X,3,144,2424
Station 1,D0X,3,145,2204
Station 1,D0X,3,146,2224
Station 1,D0X,3,147,2212
Station 1,D0X,3,148,2341
Station 1,D0X,3,149,2220
Station 1,D0X,3,150,2377
Station 1,D0X,3,153,2204
Station 1,D0X,3,155,2318
Station 1,D0X,3,156,2541
Station 1,D0X,3,158,1111
Station 1,D0X,3,159,2520
Station 1,D0Xp,4,1,1660
Station 1,D0Xp,4,2,879
Station 1,D0Xp,4,3,1930
Station 1,D0Xp,4,4,1807
Station 1,D0Xp,4,5,1972
Station 1,D0Xp,4,9,1387
Station 1,D0Xp,4,10,1498
Station 1,D0Xp,4,11,1612
Station 1,D0Xp,4,12,1773
Station 1,D0Xp,4,13,1821
Station 1,D0Xp,4,14,1800
Station 1,D0Xp,4,15,1746
Station 1,D0Xp,4,16,2045
Station 1,D0Xp,4,17,1134
Station 1,D0Xp,4,18,1371
Station 1,D0Xp,4,19,1441
Station 1,D0Xp,4,20,1441
Station 1,D0Xp,4,21,1538
Station 1,D0Xp,4,22,1564
Station 1,D0Xp,4,23,803
Station 1,D0Xp,4,24,1829
Station 1,D0Xp,4,25,769
Station 1,D0Xp,4,26,970
Station 1,D0Xp,4,27,1063
Station 1,D0Xp,4,28,1058
Station 1,D0Xp,4,29,1332
Station 1,D0Xp,4,30,1352
Station 1,D0Xp,4,31,1508
Station 1,D0Xp,4,32,1645
Station 1,D0Xp,4,33,604
Station 1,D0Xp,4,34,776
Station 1,D0Xp,4,35,823
Station 1,D0Xp,4,36,857
Station 1,D0Xp,4,37,955
Station 1,D0Xp,4,38,1079
Station 1,D0Xp,4,39,1185
Station 1,D0Xp,4,40,1341
Station 1,D0Xp,4,41,492
Station 1,D0Xp,4,42,526
Station 1,D0Xp,4,43,593
Station 1,D0Xp,4,44,626
Station 1,D0Xp,4,45,736
Station 1,D0Xp,4,46,769
Station 1,D0Xp,4,47,936
Station 1,D0Xp,4,48,1075
Station 1,D0Xp,4,49,374
Station 1,D0Xp,4,50,416
Station 1,D0Xp,4,51,582
Station 1,D0Xp,4,52,557
Station 1,D0Xp,4,53,597
Station 1,D0Xp,4,54,554
Station 1,D0Xp,4,55,759
Station 1,D0Xp,4,56,755
Station 1,D0Xp,4,60,370
Station 1,D0Xp,4,61,433
Station 1,D0Xp,4,62,467
Station 1,D0Xp,4,63,516
Station 1,D0Xp,4,64,457
Station 1,D0Xp,4,65,369
Station 1,D0Xp,4,66,356
Station 1,D0Xp,4,67,394
Station 1,D0Xp,4,68,400
Station 1,D0Xp,4,69,335
Station 1,D0Xp,4,73,377
Station 1,D0Xp,4,74,366
Station 1,D0Xp,4,75,389
Station 1,D0Xp,4,76,323
Station 1,D0Xp,4,77,377
Station 1,D0Xp,4,78,375
Station 1,D0Xp,4,79,225
Station 1,D0Xp,4,80,381
Station 1,D0Xp,4,81,648
Station 1,D0Xp,4,82,566
Station 1,D0Xp,4,83,484
Station 1,D0Xp,4,84,450
Station 1,D0Xp,4,85,381
Station 1,D0Xp,4,86,383
Station 1,D0Xp,4,87,348
Station 1,D0Xp,4,88,357
Station 1,D0Xp,4,89,1026
Station 1,D0Xp,4,90,861
Station 1,D0Xp,4,91,701
Station 1,D0Xp,4,92,546
Station 1,D0Xp,4,93,557
Station 1,D0Xp,4,94,413
Station 1,D0Xp,4,95,371
Station 1,D0Xp,4,96,393
Station 1,D0Xp,4,97,1231
Station 1,D0Xp,4,98,1146
Station 1,D0Xp,4,99,1032
Station 1,D0Xp,4,100,924
Station 1,D0Xp,4,101,767
Station 1,D0Xp,4,102,630
Station 1,D0Xp,4,103,582
Station 1,D0Xp,4,104,508
Station 1,D0Xp,4,105,1580
Station 1,D0Xp,4,106,1443
Station 1,D0Xp,4,107,1395
Station 1,D0Xp,4,108,1253
Station 1,D0Xp,4,109,1103
Station 1,D0Xp,4,110,974
Station 1,D0Xp,4,111,884
Station 1,D0Xp,4,112,736
Station 1,D0Xp,4,113,1843
Station 1,D0Xp,4,114,1677
Station 1,D0Xp,4,115,1676
Station 1,D0Xp,4,116,1472
Station 1,D0Xp,4,117,1443
Station 1,D0Xp,4,118,1208
Station 1,D0Xp,4,119,1208
Station 1,D0Xp,4,120,1073
Station 1,D0Xp,4,124,1815
Station 1,D0Xp,4,125,1801
Station 1,D0Xp,4,126,1512
Station 1,D0Xp,4,127,1491
Station 1,D0Xp,4,128,1473
Station 1,D0Xp,4,129,2569
Station 1,D0Xp,4,130,2390
Station 1,D0Xp,4,131,2419
Station 1,D0Xp,4,132,2139
Station 1,D0Xp,4,133,2030
Station 1,D0Xp,4,137,2748
Station 1,D0Xp,4,138,2862
Station 1,D0Xp,4,139,2736
Station 1,D0Xp,4,140,2553
Station 1,D0Xp,4,141,2421
Station 1,D0Xp,4,142,2057
Station 1,D0Xp,4,143,2209
Station 1,D0Xp,4,144,2153
Station 1,D0Xp,4,145,2593
Station 1,D0Xp,4,146,2514
Station 1,D0Xp,4,147,2445
Station 1,D0Xp,4,148,2778
Station 1,D0Xp,4,149,2895
Station 1,D0Xp,4,150,2544
Station 1,D0Xp,4,151,2493
Station 1,D0Xp,4,152,2393
Station 1,D0Xp,4,153,2337
Station 1,D0Xp,4,154,2500
Station 1,D0Xp,4,155,3129
Station 1,D0Xp,4,156,2650
Station 1,D0Xp,4,157,2469
Station 1,D0Xp,4,158,3231
Station 1,D0Xp,4,159,2667
Station 1,D0Xp,4,160,2803
Station 1,D0V,5,1,10
Station 1,D0V,5,2,12
Station 1,D0V,5,3,15
Station 1,D0V,5,4,17
Station 1,D0V,5,5,14
Station 1,D0V,5,6,19
Station 1,D0V,5,7,36
Station 1,D0V,5,8,43
Station 1,D0V,5,9,42
Station 1,D0V,5,10,64
Station 1,D0V,5,11,76
Station 1,D0V,5,12,111
Station 1,D0V,5,13,108
Station 1,D0V,5,14,174
Station 1,D0V,5,15,201
Station 1,D0V,5,16,215
Station 1,D0V,5,17,335
Station 1,D0V,5,18,437
Station 1,D0V,5,19,436
Station 1,D0V,5,20,697
Station 1,D0V,5,21,904
Station 1,D0V,5,22,1089
Station 1,D0V,5,23,1243
Station 1,D0V,5,24,1417
Station 1,D0V,5,25,1731
Station 1,D0V,5,26,1951
Station 1,D0V,5,27,1984
Station 1,D0V,5,28,2088
Station 1,D0V,5,29,2274
Station 1,D0V,5,30,2183
Station 1,D0V,5,31,2187
Station 1,D0V,5,32,2274
Station 1,D0V,5,33,2419
Station 1,D0V,5,34,2390
Station 1,D0V,5,35,2424
Station 1,D0V,5,36,2443
Station 1,D0V,5,37,2349
Station 1,D0V,5,38,2307
Station 1,D0V,5,39,2248
Station 1,D0V,5,40,2191
Station 1,D0V,5,41,2351
Station 1,D0V,5,42,2203
Station 1,D0V,5,43,2253
Station 1,D0V,5,44,2176
Station 1,D0V,5,45,2175
Station 1,D0V,5,46,2125
Station 1,D0V,5,47,2174
Station 1,D0V,5,48,1995
Station 1,D0V,5,49,1946
Station 1,D0V,5,50,1996
Station 1,D0V,5,51,1909
Station 1,D0V,5,52,1855
Station 1,D0V,5,53,1806
Station 1,D0V,5,54,1768
Station 1,D0V,5,55,1739
Station 1,D0V,5,56,1576
Station 1,D0V,5,57,1622
Station 1,D0V,5,58,1712
Station 1,D0V,5,59,1601
Station 1,D0V,5,60,1563
Station 1,D0V,5,61,1582
Station 1,D0V,5,62,1503
Station 1,D0V,5,63,1455
Station 1,D0V,5,64,1393
Station 1,D0V,5,65,1466
Station 1,D0V,5,66,1460
Station 1,D0V,5,67,1362
Station 1,D0V,5,68,1305
Station 1,D0V,5,69,1215
Station 1,D0V,5,70,1197
Station 1,D0V,5,71,1261
Station 1,D0V,5,72,1148
Station 1,D0V,5,73,1106
Station 1,D0V,5,74,1125
Station 1,D0V,5,75,1078
Station 1,D0V,5,76,996
Station 1,D0V,5,77,952
Station 1,D0V,5,78,900
Station 1,D0V,5,79,867
Station 1,D0V,5,80,816
Station 1,D0V,5,81,816
Station 1,D0V,5,82,765
Station 1,D0V,5,83,789
Station 1,D0V,5,84,755
Station 1,D0V,5,85,820
Station 1,D0V,5,86,11
Station 1,D0V,5,87,743
Station 1,D0V,5,88,625
Station 1,D0V,5,89,628
Station 1,D0V,5,90,542
Station 1,D0V,5,91,575
Station 1,D0V,5,92,568
Station 1,D0V,5,93,545
Station 1,D0V,5,94,560
Station 1,D0V,5,95,523
Station 1,D0V,5,96,549
Station 1,D0V,5,97,493
Station 1,D0V,5,98,460
Station 1,D0V,5,99,470
Station 1,D0V,5,100,428
Station 1,D0V,5,101,466
Station 1,D0V,5,102,470
Station 1,D0V,5,103,479
Station 1,D0V,5,104,469
Station 1,D0V,5,105,477
Station 1,D0V,5,106,509
Station 1,D0V,5,107,558
Station 1,D0V,5,108,572
Station 1,D0V,5,109,576
Station 1,D0V,5,110,621
Station 1,D0V,5,111,654
Station 1,D0V,5,112,675
Station 1,D0V,5,113,744
Station 1,D0V,5,114,764
Station 1,D0V,5,115,807
Station 1,D0V,5,116,837
Station 1,D0V,5,117,849
Station 1,D0V,5,118,1020
Station 1,D0V,5,119,1070
Station 1,D0V,5,120,1056
Station 1,D0V,5,121,1212
Station 1,D0V,5,122,1199
Station 1,D0V,5,123,1307
Station 1,D0V,5,124,1398
Station 1,D0V,5,125,1431
Station 1,D0V,5,126,1550
Station 1,D0V,5,127,1547
Station 1,D0V,5,128,1605
Station 1,D0V,5,129,1704
Station 1,D0V,5,130,1651
Station 1,D0V,5,131,1665
Station 1,D0V,5,132,1755
Station 1,D0V,5,133,1905
Station 1,D0V,5,134,1989
Station 1,D0V,5,135,2025
Station 1,D0V,5,136,2078
Station 1,D0V,5,137,2158
Station 1,D0V,5,138,2066
Station 1,D0V,5,139,2117
Station 1,D0V,5,140,2200
Station 1,D0V,5,141,2224
Station 1,D0V,5,142,2439
Station 1,D0V,5,143,2495
Station 1,D0V,5,144,2407
Station 1,D0V,5,145,2643
Station 1,D0V,5,146,2478
Station 1,D0V,5,147,2534
Station 1,D0V,5,148,2621
Station 1,D0V,5,149,2690
Station 1,D0V,5,150,2856
Station 1,D0V,5,151,2803
Station 1,D0V,5,152,2914
Station 1,D0V,5,153,2882
Station 1,D0V,5,154,2800
Station 1,D0V,5,155,2825
Station 1,D0V,5,156,2950
Station 1,D0V,5,157,2932
Station 1,D0V,5,158,2934
Station 1,D0V,5,159,3027
Station 1,D0V,5,160,3096
Station 1,D0V,5,161,3114
Station 1,D0V,5,162,2928
Station 1,D0V,5,163,3133
Station 1,D0V,5,164,3053
Station 1,D0V,5,165,3219
